device,cpu_usage,network_activity,memory_usage,anomalous_behavior
HomePod,23.66,171.31,1665.45,1
HomePod,29.59,542.55,4588.4,1
HomePod,32.86,960.18,1958.86,1
Alexa,24.53,733.6,7168.16,1
HomePod,40.84,809.69,6588.36,1
Alexa,89.9,904.22,4538.42,1
Alexa,29.56,983.31,2571.88,0
HomePod,43.77,491.67,1272.92,1
HomePod,81.82,115.0,5697.61,1
Alexa,18.26,160.15,6563.36,0
Alexa,56.13,57.68,7678.93,0
HomePod,45.36,161.99,474.69,1
Alexa,60.24,413.57,7981.64,0
Alexa,42.0,881.09,2191.4,0
HomePod,18.65,87.11,2264.62,1
Alexa,39.87,173.57,7111.19,1
HomePod,56.21,884.55,3144.03,0
Alexa,71.02,63.47,2348.45,1
HomePod,66.53,265.16,4038.49,0
HomePod,42.04,265.5,2528.01,0
HomePod,22.68,98.69,6716.16,1
Alexa,61.73,645.65,6814.61,0
HomePod,69.61,791.71,5382.0,0
Alexa,54.97,581.32,7170.08,1
HomePod,67.7,862.65,1730.55,0
Alexa,47.69,269.13,7454.67,0
Alexa,75.86,922.74,1389.5,0
HomePod,86.49,520.08,6195.49,1
Alexa,87.14,392.8,3367.29,1
Alexa,47.13,797.16,4240.35,1
HomePod,52.52,682.85,4175.21,1
Alexa,41.91,63.01,2092.3,0
Alexa,42.66,976.52,6688.32,1
HomePod,83.49,551.06,7548.05,1
Alexa,87.59,891.12,6897.7,0
Alexa,28.56,562.27,7014.93,0
HomePod,55.42,835.8,6089.75,0
Alexa,73.88,938.58,1931.91,1
Alexa,24.48,369.78,2082.69,1
Alexa,52.49,67.49,4973.62,0
Alexa,75.59,906.91,7764.7,0
HomePod,57.29,765.39,4551.69,1
Alexa,34.33,811.71,5460.76,0
Alexa,26.18,850.52,6313.28,0
Alexa,87.69,80.0,7207.6,1
Alexa,47.1,300.11,5650.57,1
HomePod,77.97,663.99,5780.89,1
Alexa,69.3,161.24,3033.19,1
Alexa,46.63,34.29,7883.98,1
HomePod,56.38,797.24,6136.55,0
HomePod,20.79,236.67,7904.15,1
HomePod,85.77,317.03,4876.01,0
HomePod,88.3,801.7,7374.14,1
HomePod,35.47,124.69,3498.74,0
HomePod,57.6,559.8,6078.84,0
HomePod,49.66,357.82,7930.26,0
HomePod,33.17,202.66,1602.15,1
HomePod,10.1,574.63,7006.39,1
HomePod,71.55,15.48,1828.32,0
HomePod,48.88,101.29,2736.51,1
Alexa,54.16,857.42,5068.64,1
HomePod,75.23,809.79,6004.46,0
Alexa,35.09,52.8,716.69,1
Alexa,43.63,553.16,2846.9,1
HomePod,68.61,313.76,3357.33,0
HomePod,48.08,490.33,5642.91,0
HomePod,55.69,614.36,7141.99,0
HomePod,64.65,523.76,203.44,1
Alexa,84.43,461.74,2400.4,1
HomePod,65.63,750.38,5947.32,0
HomePod,70.51,66.25,3686.0,0
Alexa,32.92,393.7,3149.79,0
Alexa,75.94,796.22,4856.11,1
Alexa,84.59,786.64,7501.6,0
HomePod,38.51,199.19,6109.92,0
HomePod,36.47,637.74,4061.74,1
HomePod,46.37,375.07,7516.2,0
HomePod,52.51,992.21,4565.28,1
HomePod,62.32,66.68,6246.35,1
Alexa,59.71,33.79,5042.65,0
Alexa,81.54,605.17,5634.09,1
HomePod,43.12,466.34,1458.71,1
Alexa,38.74,232.89,7116.43,1
Alexa,20.73,342.45,2706.42,1
HomePod,73.07,205.09,5467.32,0
Alexa,88.4,930.32,6576.17,1
HomePod,44.25,61.61,6185.83,1
HomePod,66.37,323.35,7657.83,1
Alexa,27.53,498.85,6949.35,1
Alexa,55.74,241.01,3620.47,1
HomePod,49.94,415.36,2263.87,1
HomePod,29.82,488.01,2290.01,0
HomePod,49.25,843.64,1587.19,0
HomePod,55.45,605.43,4373.56,0
HomePod,10.1,650.31,7547.73,1
Alexa,82.69,92.73,2423.52,0
Alexa,62.96,824.59,5530.12,0
Alexa,73.52,954.76,1526.23,0
HomePod,11.18,422.69,1849.39,0
Alexa,55.41,332.57,2984.4,1
Alexa,46.41,664.56,6998.84,1
HomePod,69.59,621.27,4266.31,1
Alexa,42.35,901.67,1340.37,1
Alexa,38.75,1.64,2912.75,0
HomePod,13.39,771.58,1241.06,0
HomePod,53.66,748.82,3547.85,0
Alexa,78.67,41.09,5710.08,0
Alexa,11.02,430.8,4490.39,0
Alexa,54.96,698.27,5758.38,1
Alexa,71.48,35.45,6725.75,1
HomePod,73.78,410.84,3613.3,1
HomePod,76.13,893.32,2649.78,0
HomePod,48.48,74.24,4141.28,1
Alexa,74.04,140.03,2232.96,1
HomePod,51.2,871.55,6149.72,1
HomePod,76.85,241.32,6441.24,1
Alexa,81.77,725.76,4905.58,0
HomePod,66.68,648.96,2250.34,1
HomePod,62.45,638.46,4146.71,0
Alexa,22.72,455.67,5702.63,1
Alexa,87.09,36.49,3581.8,0
Alexa,81.1,399.06,1647.05,0
Alexa,85.48,708.49,1975.7,0
HomePod,43.6,795.3,7262.81,1
Alexa,35.51,858.7,3757.58,0
Alexa,59.9,284.8,3268.16,1
Alexa,77.72,524.56,7132.23,0
HomePod,63.94,790.77,4787.44,0
HomePod,15.87,224.87,6541.65,0
Alexa,46.6,331.99,551.17,0
Alexa,29.05,832.48,4814.88,0
Alexa,51.32,198.1,5361.78,1
HomePod,86.5,234.34,5214.77,1
Alexa,12.09,940.68,2868.54,1
Alexa,44.56,617.95,170.77,0
Alexa,40.86,499.43,3250.9,1
Alexa,42.97,220.37,451.36,1
HomePod,33.28,747.73,3840.28,1
Alexa,52.6,451.64,4103.72,0
HomePod,19.46,240.53,2582.98,1
Alexa,53.93,77.07,3206.57,0
HomePod,37.68,795.97,6801.65,0
Alexa,55.55,566.37,3602.82,1
HomePod,34.39,923.95,6811.87,1
Alexa,29.03,467.59,2701.83,1
Alexa,23.11,615.77,4122.89,0
HomePod,14.97,712.72,940.54,1
Alexa,34.31,906.37,906.52,1
Alexa,45.47,468.31,5201.66,1
Alexa,89.14,279.04,3050.62,1
Alexa,57.78,430.15,4448.59,1
HomePod,35.05,826.0,1973.07,0
Alexa,39.3,876.87,441.22,1
HomePod,61.79,143.14,1474.63,0
Alexa,27.86,593.84,2364.6,1
HomePod,75.89,377.2,655.07,1
Alexa,82.68,359.56,7510.41,0
HomePod,60.52,334.4,1146.43,0
Alexa,86.7,508.29,7554.48,1
HomePod,74.43,517.42,7514.15,0
HomePod,26.13,930.52,4571.09,1
HomePod,38.26,460.35,2959.74,0
HomePod,84.63,266.98,743.74,0
HomePod,23.3,608.75,2787.91,0
Alexa,55.7,595.99,3047.94,1
HomePod,76.17,951.92,3729.46,1
Alexa,13.98,507.55,1717.36,0
HomePod,78.66,986.91,5286.55,1
HomePod,23.26,646.48,4170.09,1
HomePod,42.89,252.83,3475.05,0
HomePod,18.93,234.07,6914.95,0
HomePod,71.13,578.87,2010.19,1
HomePod,28.59,962.14,2011.07,0
Alexa,24.79,664.44,4139.72,0
HomePod,15.43,622.72,7574.52,1
Alexa,74.72,518.26,7678.89,0
HomePod,41.55,506.73,5145.1,1
Alexa,82.04,287.96,4661.32,1
HomePod,53.58,709.87,6347.65,0
HomePod,63.64,196.06,381.8,1
Alexa,82.24,384.4,6492.67,0
HomePod,16.43,12.58,5707.94,1
Alexa,17.57,131.56,4925.37,0
HomePod,41.23,8.79,6167.19,0
Alexa,19.94,939.68,777.14,0
Alexa,89.09,736.11,7765.06,1
Alexa,63.04,863.67,3595.65,0
Alexa,56.39,263.04,4893.3,0
Alexa,53.41,646.75,3743.54,0
Alexa,39.34,864.73,5108.53,1
HomePod,10.66,57.44,3086.14,1
Alexa,61.98,888.22,3539.82,1
Alexa,88.63,744.29,7470.13,1
HomePod,83.53,414.84,5150.18,1
Alexa,49.26,988.6,4259.41,0
HomePod,13.84,3.96,4891.24,1
Alexa,45.19,559.99,5385.84,0
Alexa,41.67,330.63,975.88,1
Alexa,42.64,776.77,3551.08,1
HomePod,50.29,330.83,2850.67,0
Alexa,14.98,32.54,6093.57,0
HomePod,22.55,618.28,1345.07,0
HomePod,17.95,49.12,6056.75,0
HomePod,75.03,49.23,6802.08,0
HomePod,51.04,22.75,4084.28,0
HomePod,58.33,308.01,4030.08,0
Alexa,22.35,773.32,7537.34,1
HomePod,38.98,910.75,1480.72,0
HomePod,77.52,469.04,3870.53,0
HomePod,46.89,460.7,7012.15,0
HomePod,43.95,724.91,1954.96,1
Alexa,34.38,741.15,1157.89,1
HomePod,43.68,846.39,1890.46,0
HomePod,53.89,138.74,6160.81,0
HomePod,12.67,501.75,2507.92,0
HomePod,51.27,149.16,1863.13,1
HomePod,37.81,51.68,6662.56,0
Alexa,47.25,811.18,929.13,1
Alexa,44.35,618.29,121.71,1
HomePod,49.5,892.2,2881.16,0
Alexa,17.2,991.19,2347.86,0
Alexa,83.81,361.65,5716.74,0
Alexa,77.84,244.83,4695.58,0
HomePod,36.48,598.13,1904.63,1
Alexa,67.31,327.35,2189.28,1
HomePod,89.41,149.87,3124.57,1
Alexa,39.07,400.04,5916.06,1
Alexa,35.49,999.0,2645.21,1
HomePod,12.08,876.95,1409.99,1
HomePod,81.04,179.93,5971.38,1
Alexa,32.24,494.14,3026.32,1
HomePod,34.85,641.36,5576.88,1
HomePod,42.98,110.76,552.92,1
Alexa,29.95,43.8,984.22,0
HomePod,61.89,967.23,5351.13,0
HomePod,10.85,446.52,1082.64,1
Alexa,85.13,187.59,7772.29,0
HomePod,28.98,382.99,6337.06,0
Alexa,66.06,699.92,4923.36,1
HomePod,38.69,627.02,1467.97,0
HomePod,28.14,459.19,2761.51,0
Alexa,78.55,862.39,6107.6,0
Alexa,64.83,435.88,3339.99,1
HomePod,62.16,132.29,7177.94,1
HomePod,26.49,40.33,3093.09,0
HomePod,41.95,600.87,3070.77,0
HomePod,55.37,696.93,1201.44,0
Alexa,27.29,749.58,3497.28,1
HomePod,45.58,913.94,2768.77,1
HomePod,21.29,703.43,2174.68,0
Alexa,50.77,734.37,7994.44,1
Alexa,74.11,67.11,1146.8,1
HomePod,51.24,984.42,1139.69,1
HomePod,58.36,732.45,2918.99,1
HomePod,44.72,989.62,724.28,1
Alexa,66.44,863.45,1853.06,1
HomePod,15.18,182.61,7553.32,1
HomePod,52.47,711.61,1758.8,0
Alexa,64.38,81.08,6497.59,1
Alexa,66.82,210.13,4513.53,0
HomePod,88.5,483.55,4457.26,0
Alexa,20.58,790.55,7183.35,1
Alexa,63.88,4.41,3739.56,1
Alexa,22.86,462.95,4426.46,0
Alexa,57.25,270.56,1930.13,0
Alexa,17.82,896.87,6966.55,1
HomePod,18.74,105.32,2440.28,0
HomePod,11.69,499.4,7415.82,0
HomePod,43.08,95.94,6555.97,1
HomePod,56.69,692.88,3028.85,1
Alexa,14.34,609.46,4828.43,0
HomePod,53.13,551.69,6108.7,1
HomePod,69.39,430.76,7964.48,1
HomePod,28.45,114.6,4096.72,1
HomePod,12.77,580.67,7624.29,1
Alexa,80.27,591.43,662.33,1
Alexa,50.15,938.73,1166.72,0
HomePod,56.38,724.36,5825.47,0
HomePod,31.55,503.2,198.16,1
HomePod,70.99,926.53,176.65,1
Alexa,68.81,447.25,5265.38,0
Alexa,63.97,765.48,4861.33,0
HomePod,52.09,269.46,2178.73,0
HomePod,81.66,623.83,2899.12,1
HomePod,55.77,420.51,1254.23,0
Alexa,20.87,135.09,7264.06,1
Alexa,11.69,567.75,713.06,0
Alexa,52.19,900.47,7459.57,1
Alexa,41.74,338.69,6132.2,1
HomePod,62.46,547.3,5856.06,1
Alexa,86.19,134.76,3630.75,1
HomePod,23.4,92.36,5651.61,1
Alexa,21.27,434.45,6921.56,0
HomePod,19.02,697.76,2492.6,0
HomePod,15.72,371.0,6071.25,1
Alexa,74.78,356.05,2196.67,0
Alexa,22.28,305.91,1714.68,0
HomePod,73.56,789.61,3366.22,1
HomePod,57.1,649.02,2813.62,1
Alexa,85.23,26.42,2775.33,1
HomePod,15.01,602.68,213.13,0
HomePod,61.98,860.54,342.53,0
HomePod,15.77,431.81,6515.38,0
Alexa,10.01,567.3,2212.74,0
Alexa,55.84,857.95,2975.31,0
Alexa,77.42,920.85,1368.0,1
Alexa,57.73,272.84,4529.68,1
Alexa,14.36,432.5,2651.02,0
Alexa,85.38,178.64,2896.39,0
HomePod,46.39,570.25,4769.91,0
HomePod,62.81,537.41,353.29,0
Alexa,23.5,454.24,2171.28,0
Alexa,35.05,819.6,2146.83,0
Alexa,10.83,876.23,6885.68,1
HomePod,87.89,893.2,4679.35,0
Alexa,51.85,211.61,7757.2,0
Alexa,37.14,653.18,6291.9,0
HomePod,16.1,86.83,1632.73,0
HomePod,39.24,536.55,3883.91,1
HomePod,68.39,335.98,343.55,1
Alexa,60.81,757.51,7433.97,0
HomePod,67.58,372.42,5414.52,1
Alexa,87.67,794.05,3664.56,1
HomePod,73.53,991.24,352.28,0
Alexa,81.79,77.07,3315.15,0
HomePod,37.62,304.93,806.66,0
HomePod,60.98,773.72,974.85,1
Alexa,71.71,800.79,193.72,0
Alexa,34.94,277.45,2556.49,1
Alexa,30.97,615.79,726.77,0
HomePod,53.91,919.02,3548.55,1
HomePod,52.31,805.34,4676.32,1
Alexa,84.62,436.29,7984.09,0
Alexa,21.33,826.92,364.98,0
Alexa,82.48,811.93,1154.97,1
HomePod,81.28,686.42,1161.57,0
Alexa,87.86,615.24,6435.71,0
HomePod,12.81,131.09,5808.64,0
Alexa,49.5,417.48,2937.67,1
HomePod,36.49,110.85,4145.82,0
HomePod,59.0,836.64,5491.72,1
Alexa,61.06,488.0,1918.07,0
HomePod,72.46,681.51,2261.11,0
Alexa,46.55,828.88,4358.27,1
HomePod,61.91,523.47,2767.73,1
HomePod,13.61,317.94,6483.01,1
HomePod,26.73,94.86,2216.29,0
Alexa,69.97,876.68,6431.62,0
HomePod,35.17,315.52,2391.87,1
Alexa,10.26,566.55,5061.3,0
HomePod,88.79,237.52,2125.15,1
HomePod,41.41,165.0,6744.66,1
HomePod,29.89,644.44,474.76,1
Alexa,30.94,708.72,5633.56,1
Alexa,36.09,990.0,4496.61,0
HomePod,80.27,764.1,4656.21,0
Alexa,58.75,738.8,5680.58,1
Alexa,72.94,844.39,2742.44,1
Alexa,36.51,621.74,3131.6,0
HomePod,54.65,432.77,7328.41,1
HomePod,51.71,674.26,5252.16,1
HomePod,40.76,795.96,275.5,0
HomePod,85.85,464.52,2410.43,1
HomePod,25.81,167.32,871.37,1
Alexa,13.51,461.58,4200.6,0
Alexa,56.35,486.76,802.52,1
Alexa,15.26,437.04,3930.76,1
Alexa,45.58,918.21,3860.12,0
HomePod,14.99,336.83,4562.57,1
HomePod,20.35,604.7,6686.4,1
Alexa,33.66,334.84,3147.25,1
Alexa,10.24,46.16,2297.03,0
Alexa,11.12,605.74,3327.43,1
Alexa,52.06,116.52,2904.74,1
HomePod,68.31,317.17,470.13,1
HomePod,81.57,408.35,4942.29,0
HomePod,51.94,526.54,2653.81,1
Alexa,33.37,499.95,1587.96,0
HomePod,43.25,157.65,5277.76,0
HomePod,57.11,51.07,2640.02,1
HomePod,20.75,731.94,1318.82,1
HomePod,34.06,446.35,932.95,0
Alexa,61.85,762.57,5435.83,0
Alexa,86.94,957.46,2691.61,0
HomePod,66.36,654.59,695.11,1
HomePod,59.25,912.74,7703.03,0
Alexa,46.4,295.57,3333.8,1
Alexa,86.35,41.54,1319.99,0
HomePod,49.98,69.47,3203.91,1
HomePod,76.89,533.6,1559.06,0
HomePod,57.09,616.08,6026.9,1
HomePod,10.51,588.45,6201.2,1
HomePod,71.02,937.07,580.24,0
HomePod,11.57,968.22,6224.87,1
HomePod,45.01,815.74,784.49,0
Alexa,38.1,225.72,395.5,0
Alexa,56.27,172.69,3115.29,1
HomePod,55.87,469.38,7772.18,0
Alexa,53.87,93.82,1587.64,0
Alexa,68.9,816.13,7955.86,1
Alexa,66.82,486.52,289.91,0
HomePod,85.05,149.94,2136.99,1
Alexa,68.87,608.89,1492.35,1
HomePod,23.52,698.71,7238.89,0
HomePod,39.61,901.22,895.64,0
Alexa,18.41,614.66,6576.98,0
Alexa,35.59,253.39,409.95,1
HomePod,72.19,134.2,2741.08,0
HomePod,10.5,737.94,1244.38,1
Alexa,75.12,866.47,7224.65,1
HomePod,71.98,772.49,7723.09,1
HomePod,71.12,280.19,4440.6,0
HomePod,56.46,317.13,2949.72,0
HomePod,51.69,257.71,7034.98,0
Alexa,27.14,366.32,3993.58,0
HomePod,58.59,999.97,5939.0,1
Alexa,84.87,322.13,3279.02,1
HomePod,25.62,686.02,7798.77,0
HomePod,63.19,273.17,2482.13,0
HomePod,27.52,778.82,3416.95,1
Alexa,43.81,905.19,7448.51,1
HomePod,85.1,900.98,5307.13,1
Alexa,79.89,3.17,3982.32,0
Alexa,17.6,613.48,3721.66,0
Alexa,70.59,944.82,5326.99,0
Alexa,31.05,418.45,7993.35,1
Alexa,52.79,190.08,7337.92,1
Alexa,48.98,416.03,3897.61,1
HomePod,63.44,623.09,3627.62,1
HomePod,22.68,580.47,4150.02,0
HomePod,55.91,572.96,7473.15,1
HomePod,81.5,652.39,4155.41,0
Alexa,77.36,845.83,2889.33,0
HomePod,44.57,958.69,7392.43,1
Alexa,80.0,126.99,2145.19,1
HomePod,45.1,169.14,2092.07,1
Alexa,84.0,765.52,4786.5,0
Alexa,38.91,469.54,1423.82,1
HomePod,82.5,989.53,6225.88,0
HomePod,63.04,52.02,5741.77,1
HomePod,80.79,74.4,4697.29,0
Alexa,60.79,51.43,7803.96,1
Alexa,30.92,374.59,2227.84,0
HomePod,74.11,336.78,2806.73,0
HomePod,14.49,393.08,891.39,1
Alexa,34.82,155.47,883.61,1
HomePod,30.02,987.09,4416.51,1
Alexa,72.15,341.65,1522.96,0
Alexa,51.78,90.48,7295.92,1
HomePod,89.74,685.91,440.92,1
Alexa,85.81,317.46,4019.83,1
HomePod,19.14,246.79,258.36,1
Alexa,43.17,533.72,3042.5,0
HomePod,48.44,889.71,1027.68,0
HomePod,63.56,776.2,338.39,1
HomePod,17.69,196.5,1536.27,1
HomePod,64.53,823.5,5221.56,0
HomePod,86.24,410.39,3739.0,1
Alexa,35.84,909.72,7767.65,1
Alexa,51.54,7.07,6162.96,1
Alexa,44.67,546.43,2927.4,0
Alexa,28.64,976.72,4671.38,1
Alexa,23.39,478.04,7008.12,0
HomePod,56.11,664.6,7066.56,1
HomePod,72.14,38.41,889.27,0
Alexa,20.86,840.38,5203.84,0
Alexa,64.42,544.64,3339.0,0
Alexa,12.67,737.64,7270.93,0
HomePod,82.78,425.1,1044.89,0
HomePod,39.02,691.52,6017.03,1
Alexa,58.45,488.21,6106.63,0
HomePod,27.48,566.1,2967.05,0
HomePod,27.27,902.91,1115.71,1
Alexa,76.92,279.79,7870.98,0
Alexa,66.21,49.82,1347.81,0
Alexa,86.94,26.86,852.66,0
Alexa,43.75,793.79,5324.54,0
HomePod,79.29,764.29,4482.77,1
Alexa,81.21,689.14,2643.07,0
HomePod,48.62,552.9,2829.76,1
HomePod,13.47,278.78,7923.33,0
Alexa,24.54,96.51,2873.89,0
HomePod,28.34,593.21,3834.83,1
Alexa,81.79,488.23,4961.53,1
HomePod,22.98,580.39,4622.42,1
HomePod,78.09,65.04,5449.45,0
Alexa,87.16,900.42,7896.99,0
HomePod,50.86,936.7,799.91,0
Alexa,54.37,42.53,7595.78,1
Alexa,78.77,581.17,4782.91,1
HomePod,84.78,820.15,7110.46,1
HomePod,42.24,469.67,1509.77,0
Alexa,38.02,844.38,3025.74,1
Alexa,51.02,539.49,2418.81,1
HomePod,74.4,913.52,6821.72,0
Alexa,80.92,535.63,3131.38,0
HomePod,47.42,456.79,1980.18,0
Alexa,74.59,262.9,1425.74,0
Alexa,51.89,965.62,2096.9,0
Alexa,28.34,328.07,1186.53,0
Alexa,52.59,774.32,7721.42,1
HomePod,60.41,187.56,2621.5,0
Alexa,45.69,192.26,2046.79,1
Alexa,49.86,655.55,2330.4,1
HomePod,80.17,82.82,2863.47,0
Alexa,22.33,624.63,7099.52,1
Alexa,11.51,662.41,1718.25,0
HomePod,30.03,661.8,1004.99,1
Alexa,14.83,759.22,1202.66,0
HomePod,74.35,502.24,6084.17,1
HomePod,51.71,630.54,3195.07,0
HomePod,83.74,45.05,3374.05,1
Alexa,47.12,964.5,2944.2,0
Alexa,52.92,702.17,7688.59,1
Alexa,62.0,858.43,7849.94,1
Alexa,15.16,606.99,4718.41,0
HomePod,46.38,687.59,4781.22,1
HomePod,84.77,315.17,6989.29,1
HomePod,36.24,693.63,2784.28,0
Alexa,39.79,108.77,6718.15,0
HomePod,57.17,73.04,1800.88,1
Alexa,20.15,648.33,7998.36,1
HomePod,60.57,909.64,2912.57,0
Alexa,86.46,193.21,2292.54,0
Alexa,21.49,73.62,6813.53,0
HomePod,51.58,205.64,2972.88,0
HomePod,30.11,169.32,7907.88,0
HomePod,87.94,367.91,714.83,1
HomePod,62.98,533.26,585.68,0
Alexa,40.02,858.24,4801.21,0
Alexa,35.03,84.0,2822.42,1
Alexa,47.44,827.37,3915.9,0
Alexa,43.71,125.43,1911.21,1
Alexa,67.89,166.7,446.91,0
Alexa,55.52,493.7,2060.91,0
HomePod,11.23,696.74,2080.1,0
HomePod,17.75,68.48,7711.54,1
HomePod,11.45,928.47,6904.37,0
HomePod,65.82,247.57,814.89,1
Alexa,29.8,776.19,4372.21,1
Alexa,15.39,554.46,4662.16,1
HomePod,80.29,245.68,500.25,0
Alexa,88.76,272.9,2673.18,1
Alexa,67.65,484.76,5682.52,0
HomePod,15.22,197.48,2515.37,1
HomePod,63.57,838.22,909.78,1
HomePod,51.23,371.41,7959.65,0
Alexa,70.24,464.27,547.77,1
HomePod,21.08,713.69,7368.76,1
Alexa,36.74,283.23,3499.88,0
HomePod,85.19,571.77,495.18,1
Alexa,75.7,42.53,7264.44,1
HomePod,68.85,926.74,1258.82,1
Alexa,65.16,883.48,4759.47,1
Alexa,23.24,463.31,4881.51,0
HomePod,56.44,687.8,7513.3,1
Alexa,88.66,483.95,5053.83,1
Alexa,21.94,21.51,5743.21,1
Alexa,45.42,64.43,3965.56,1
Alexa,48.5,431.63,6306.82,0
Alexa,56.1,23.09,3136.34,1
Alexa,46.74,860.67,5267.82,0
HomePod,58.24,789.28,5932.23,0
Alexa,54.26,254.85,7476.76,1
Alexa,42.64,355.71,749.05,0
HomePod,62.79,999.8,5922.77,0
HomePod,43.15,83.09,7227.54,1
HomePod,10.17,518.84,1833.09,0
Alexa,79.63,788.66,6636.63,1
Alexa,48.05,59.97,4859.15,1
HomePod,59.47,359.97,7628.35,0
Alexa,44.49,994.14,6865.7,0
Alexa,82.51,188.79,1380.81,0
HomePod,28.52,873.77,6200.63,1
HomePod,79.25,763.15,1177.14,0
HomePod,79.21,34.71,3409.55,1
HomePod,75.07,393.8,1109.17,0
HomePod,58.86,961.71,5063.15,1
Alexa,85.04,879.4,1285.23,0
Alexa,15.72,650.34,1688.68,0
HomePod,12.91,511.12,918.79,1
Alexa,14.99,60.44,6295.61,1
HomePod,14.0,663.39,445.38,1
HomePod,33.13,22.33,3250.37,0
Alexa,45.82,125.33,4005.27,0
Alexa,63.57,206.17,1284.85,0
HomePod,33.02,444.69,5945.63,0
HomePod,76.3,330.18,5976.63,1
Alexa,31.65,671.72,1757.78,1
Alexa,19.57,530.39,1881.42,0
Alexa,82.67,724.81,129.09,1
Alexa,14.84,499.41,4710.41,0
Alexa,63.66,857.69,399.94,0
HomePod,54.67,219.52,511.74,1
HomePod,38.5,626.09,2722.63,1
Alexa,63.09,641.45,4275.86,0
HomePod,16.44,704.63,1154.82,1
HomePod,65.86,338.11,5463.43,0
HomePod,43.86,618.84,5016.37,1
HomePod,19.74,196.61,4887.48,0
HomePod,52.96,302.6,2635.51,1
Alexa,26.42,549.89,6321.76,0
Alexa,40.04,543.37,5919.04,0
Alexa,34.81,999.55,968.08,0
Alexa,21.47,526.76,7925.77,0
HomePod,56.26,899.75,1938.61,1
HomePod,40.83,653.61,3320.9,1
Alexa,62.33,466.91,7339.1,1
HomePod,45.7,212.55,5279.37,1
HomePod,56.32,937.28,234.59,0
HomePod,26.35,435.84,608.74,1
HomePod,17.77,833.79,5560.19,0
Alexa,46.54,673.65,7672.77,1
HomePod,18.28,66.41,7492.14,0
HomePod,43.94,812.85,4427.05,1
HomePod,23.89,712.96,6925.63,0
HomePod,43.93,899.42,1026.46,1
HomePod,77.35,229.61,2291.98,1
HomePod,69.96,366.46,5731.94,1
Alexa,58.72,202.49,3681.0,1
HomePod,83.77,639.64,5690.74,0
Alexa,89.26,330.6,4238.33,1
HomePod,46.86,447.11,1537.11,0
Alexa,33.2,977.29,6235.97,0
Alexa,33.58,905.42,3979.83,1
Alexa,35.63,883.22,6727.53,1
HomePod,14.35,654.7,6995.37,1
Alexa,15.1,936.31,6760.92,1
HomePod,64.09,331.48,6709.12,0
Alexa,59.01,77.02,5723.67,0
HomePod,69.97,704.18,3100.91,1
Alexa,62.74,662.62,4908.3,1
HomePod,65.32,96.16,5806.77,0
HomePod,18.81,917.8,1164.02,1
HomePod,67.91,589.06,879.71,1
HomePod,67.25,191.4,3904.92,1
Alexa,31.78,670.1,1345.71,1
Alexa,81.59,424.03,1348.24,1
HomePod,26.76,146.79,4097.27,1
Alexa,59.0,919.03,4427.37,1
Alexa,55.42,359.1,3843.61,1
HomePod,42.99,374.02,1780.22,1
Alexa,62.72,10.32,1596.41,0
Alexa,67.9,380.28,4126.04,0
Alexa,19.25,326.85,5908.36,0
HomePod,59.59,319.26,2055.87,0
HomePod,26.58,256.1,4178.0,1
HomePod,71.57,520.54,2023.96,1
HomePod,55.21,851.29,4923.9,0
Alexa,11.27,364.07,394.45,1
Alexa,22.21,266.14,5612.03,1
Alexa,75.48,636.83,1535.76,0
HomePod,23.7,623.96,4684.56,1
Alexa,68.2,658.21,5755.81,0
Alexa,87.88,709.12,5518.03,1
HomePod,47.59,908.34,2421.32,1
HomePod,45.28,547.11,3540.26,1
Alexa,83.04,962.86,1327.09,0
Alexa,20.22,107.76,2337.88,1
HomePod,59.77,125.37,7351.32,1
Alexa,11.88,709.54,5386.38,1
HomePod,50.24,156.79,4453.85,1
Alexa,58.06,53.32,1208.81,1
Alexa,31.42,979.35,6181.65,0
HomePod,85.37,382.09,7023.07,0
HomePod,80.68,318.4,2564.72,1
HomePod,43.94,273.47,5465.27,1
Alexa,37.77,370.55,3676.25,0
Alexa,40.55,381.34,2236.7,1
HomePod,40.95,470.86,658.17,0
HomePod,74.82,903.02,4773.23,0
Alexa,68.17,953.2,6384.95,1
Alexa,21.12,411.02,3860.81,1
HomePod,20.1,262.5,4649.73,1
Alexa,66.63,664.49,7122.8,0
HomePod,85.39,882.5,3171.05,1
Alexa,56.04,394.03,1731.76,1
HomePod,49.0,493.38,2422.48,1
HomePod,84.06,361.4,5824.9,1
Alexa,86.7,102.02,7621.44,1
Alexa,87.81,752.6,5469.75,0
Alexa,84.62,399.32,2859.21,0
Alexa,65.79,420.79,1739.59,1
Alexa,59.49,746.53,4478.15,0
HomePod,18.22,400.75,1758.75,1
Alexa,51.02,536.82,2153.66,1
Alexa,27.61,629.24,6205.72,1
Alexa,39.8,944.07,7074.31,1
Alexa,78.86,133.26,6650.7,1
Alexa,50.77,203.97,7822.95,1
Alexa,77.15,9.46,7568.43,0
HomePod,84.52,173.41,1028.22,0
Alexa,37.1,423.1,7328.85,0
Alexa,84.93,448.41,5455.79,0
Alexa,26.08,484.79,190.8,0
Alexa,50.03,230.89,3186.36,0
Alexa,25.9,209.11,1470.62,1
Alexa,57.26,249.87,6942.84,1
Alexa,19.62,88.79,6013.31,1
HomePod,52.49,565.97,1239.87,0
Alexa,35.07,977.08,6288.81,0
HomePod,48.37,96.93,178.26,1
